4	what are your kitties names ?	0
5	snow and winter , named after my favorite season	0
6	i like that ! i go to preschool .	1
7	oh you are so young !	0
8	how old are you ? i turned four on my birthday !	0
9	i am an old woman . i won a gold medal in 1992	1
10	wow ! ! you won gold ! are you rich ?	0
11	no . i spend all of my money on hats ! i own over a thousand	0
12	i like hats too ! but , my favorite thing to do is play with my dollies .	0
13	that is great . do you have a lot ?	0
0	hello , how are you tonight ? do you have pink and blue hair ?	0
1	hi , i am doing pretty good these evening	0
2	what do you like to do in your spare time ? i bird watch .	1
3	i actually have purple hair and i love it and enjoy watching war documentaries	0
4	those are fun . i have a cat , do you ?	1
5	i have a bird and she loves cheeseburgers like me , my favorite	0
6	is that healthy for birds ?	0
7	probably not but a bite here and there i think is okay	0
8	do you like the holidays ? i do not .	1
9	i do love the holidays i volunteer a soup kitchen during the holiday season	0
10	i get depressed . how old are you ? i am very old .	1
11	oh man sorry about that , i am 33 and love giving back i grew up poor	0
12	i did too , back during the great depression .	0
13	oh wow , i can imagine it was a very hard time	0
14	it was , but it made us strong .	0
15	yes it really did , that is why i enjoy y volunteer work	0
0	hi , how are you doing today ?	0
1	good ! you ! celebrating with fellow centenarians	0
2	nice . i am playing some card games with my family .	0
3	that sounds like fun . i like wine and dancing too !	0
4	same . i try to get a small workout in a three mile walk for me is key .	0
5	awesome ! walking like that you might live forever like me ! !	0
6	that is true . my favorite way to unwind is reading a book .	1
7	you sound very like minded , just add some wine	0
8	which do you prefer white or red ?	0
9	fermented . i prefer well aged and fermented . i could bathe in it !	0
10	good choice . i always like a nice dry white wine .	0
11	i think i should go grab a bottle now and get some dancing music on	0
12	sounds like a good way to enjoy a sunday afternoon .	0
13	yes indeed . being a centenarian you learn to appreciate these things	0
0	hello , are you attending church in the morning ?	0
1	only if i can get a ride . i am very old and cannot drive	0
2	if i lived close , i would take you . i teach sunday school .	0
3	how nice . you must love kids .	0
4	i do . i do not have any , my dogs are my children .	0
5	would you like to know the secret to living as long as i have ?	1
6	yes , please . that would be wonderful .	0
7	drinking wine , and dancing in the moonlight .	0
8	very nice . i do both as well .	0
9	doing both of those things has helped me make it to my 100th birthday .	0
10	oh wow . i hope i live as long as you !	0
11	i may be old , but i am stronger than i look !	0
12	very nice to hear . women are often thought of as weak .	1
13	women were not even allowed to vote when i was a child .	0
14	that is truly awful . thankfully , things have since changed .	0
15	lots of things have changed . i remember when televisions were not a common household item .	0
0	hey , i enjoy mowing lawns in the summer	0
1	hello . how are you ? my pet turtle and i are sitting here .	0
2	my turtle and myself love to grill outside	0
3	mommy says to pick up toys . i do not like to . i want to play dolls !	1
4	yeah , i have been retired for a long time ! years !	1
5	i want to go next door and play with my best friend , not work !	0
6	yeah i wanna gamble , i go gambling when time permits	0
7	shame on you ! mommy says you should not gamble !	0
8	she gambled on you , and did she get a bad kid ?	0
9	no she did not ! i am telling my mommy on you !	0
10	tell her to get you to bed !	0
11	but i want to play dollies with my best friend !	0
12	well i am not gonna play dollies with you !	0
13	well i do not wanna play with you either !	0
14	good ! i hope you win the baby lottery !	0
15	i am sorry ! do not be mad at me !	0
0	how are you ? i am tired of my parents bothering me , hoping to move out soon .	0
1	i completely get it . my mom is way too traditional for me !	0
2	i never drink or use drugs . i am 19 and just want to see my friends .	0
3	i understand . when do you think you might be able to move ?	0
4	not sure . i have a part time job at burger king . do you work ?	1
5	i do . i coach swimming at the pool near my house .	0
6	awesome . my parents are just always on me about something . are you moving soon ?	0
7	i am still in school . i cannot move until i finish my degree	0
8	that must be tough . what do you study ?	1
9	i want to be a computer programmer . are you in school ?	0
10	yes , i am studying education and working part time .	0
11	that sounds interesting . do you like it ?	0
12	yes , i love it . how are your courses ?	0
13	they are great . i really like the challenge . what do you want to teach ?	0
14	i hope to teach elementary school . how much longer until you graduate ?	0
15	three more years . i feel like i wil never get out . how about you ?	0
16	same for me ! looking forward to being done and out of my parents house !	0
17	things are so strict . my family is from india , so they just do not get it .	0
0	hi . i am billy . i work as an electrician in texas	0
1	i very rarely speak to people billy , because i am so famous	0
2	really ? how ? i do a lot of work on my mom and dads farm .	0
3	i am working on a robot so i can have company that does not annoy me .	0
4	the only company i have is my pet cow .	0
5	i helped design starcraft . do you have time to play games without the cow	0
6	no usually . i live in the country . just drive my big truck and listen to country music .	0
7	i do twitch streaming for fun , so we do not have much in common do we ?	0
8	not much . i like pizza too !	0
9	i like pizza , one thing in common . i live inland because i am allergic to water	0
10	really ? i did not know that was possible ! how do you stay hydrated ?	0
11	very carefully , did you get flooded in texas ?	1
12	no . i live more north . near dallas .	0
13	good ! i have not seen a person in 5 years , have my stuff delivered	0
0	hello . i love to read and my favorite books are the hunger games series . what about you ?	0
1	hi ! i am an olympic gymnast , i do not read much .	0
2	that is exciting and must allow you to travel alot . ever been to spain ?	0
3	yes , i have . i picked up a lovely yellow blouse there .	0
4	i hope to go back when i retire in a few years . how long before you retire ?	1
5	i have another two years before i can retire from gymnastics .	0
6	what are your plans after retirement ?	0
7	i would like to go to culinary school , i am still young .	0
8	i love to cook for my grandkids . i plan to travel more .	0
9	i mainly cook italian , and garlic bread .	0
10	i would love to travel to italy . i love baking cookies .	0
11	i would love to be a pastry chef , i make earl grey shortbread a lot .	0
12	i have never had earl grey shortbread only the tea .	0
13	i put it in the shortbread .	0
0	hello ! i was three when i learned to play guitar !	0
1	hi i enjoy disney world and go every year	0
2	that is great . i really like rascal flats . i think they played there before .	0
3	that is a good band . i love mickey mouse	0
4	i actually grew up in the entertainment industry .	0
5	i am also in the 3rd grade	0
6	wow . do you like national parks ? my family and i spent summers there .	1
7	no , i never have been . i like to go to the playground with friends	0
8	i enjoyed that when was younger too . what is your family like ?	1
9	i also like frozen the movie and sing a long with it .	0
10	great ! i like music too and that is why i play guitar .	0
11	that is awesome to hear !	0
12	do you have a dog or cat ?	1
13	no , mom said i cannot have pets when i have my own place i can .	0
14	do you have any brothers or sisters ?	1
15	i have a sister who is 10 years older than me	0
0	hello , i am sitting here with my dog . how are you ?	0
1	i am well friend . looking for new employment at the moment .	0
2	what would be your dream job ?	0
3	a writer . i am currently an er doctor .	0
4	what was the worst accident you have seen in the er ?	0
5	a man had his throat slit in a home invasion	0
6	that is very scary . i would rather stick to my knitting passion .	0
7	i have a daughter who people say is a child prodigy	1
8	what talents does she have ?	0
9	math ! i hate it ! lol . do you have children ?	0
10	i have two children . they also enjoy math .	0
11	that is nice . what is your favorite movie ?	1
12	my favorite movie is clueless .	0
13	mine is friday ! although i do love clueless too !	0
14	do you think they will make another friday movie ?	0
15	oh i hope so ! that would be awesome .	0
0	hey how are you today	0
1	i am busy studying psychology for my graduate school class . you ?	0
2	i have retired and now spend my time as a pro gambler	0
3	sounds cool ! i could be your dog walker when you are busy .	0
4	well being retired i have a lot of spare time either in a casino or outdoors	0
5	i love the outdoors . i can survive in the wilderness for weeks	0
6	yeah me to just got back from two weeks in the bush	0
7	did your parents teach you to survive like mine did ?	0
8	my dad did he has his own outdoor show its possible you have seen it	0
9	i may have . what is it called ?	0
10	jim shockey he has survived in places all over the world	0
11	i love that show ! i watch it between studying .	0
12	yeah did not get to see him much as a child	0
13	that must have been hard . my parents were always hiking with me .	0
14	that is nice must have been fun	0
15	it was fun . probably why i became a dog walker	0
0	hello there , how are you today ?	0
1	hello ! how has your day been ?	0
2	great so far preparing my kindergarten lesson for tomorrow .	0
3	i only eat kosher foods	1
4	what is your favorite ? i eat out alot with friends and some love kosher also .	0
5	i like kosher salt a lot	0
6	no salt for me , at 24 i need to establish a healthy eating lifestyle .	0
7	i like kosher salt more then regular salt	0
8	i am slimming down to fit into a wedding dress in spring so salt is out .	0
9	you must be a hot milf	0
10	ha , ha , ha . . . to young for milf . what type of music do you like ?	1
11	i like your music a lot	0
12	so you are a big taylor swift fan as i am ?	0
13	i love my girl taylor	0
14	yes she is a1 with her stuff , i love her new album . .	0
15	i know i love you too	0
0	hi , kevin here . i love mexican food , aerosmith and nascar racing and a construction worker .	0
1	i am a recording engineer myself . currently living in california	0
2	great ! i wear a yellow construction worker hat to aerosmith concerts .	0
3	that sounds fun . i would rather be inside though .	0
4	wow ! what artists you work with ? i started working at sixteen as a construction model .	1
5	no one you know probably . the market was dead last year unfortunately .	0
6	oh okay . you like car racing ? i do . i also like mexican pizza .	1
7	i love car racing . i am not crazy about lawyers though .	0
8	me too ! i wear a yellow construction hat and my dad is a lawyer . bummer huh ?	0
9	maybe he is the one that my ex left me for .	0
10	oh wow . does your ex like aerosmith ? my dad and i do ?	0
11	i do not think so . i own my own studio and she tried to take it .	0
12	bummer ! does your ex like mexican food and fast cars ? she could be my stepmom .	0
13	no she likes lies and cheating . lol	0
14	funny . you think your ex would like construction workers ?	0
15	i am 46 with kids , maybe she did not like that .	0
0	hello . my name is rob . how are you today ?	0
1	my name is kelly . i am well . how are you ?	0
2	i am sad today remembering my mom who died when i was a child .	0
3	i am so sorry to hear that . my father also passed away . he drove for nascar .	0
4	sorry to hear that . my dad is an army soldier .	0
5	i thank him for his service .	0
6	thank you for saying that . what do you do for fun ?	1
7	i play with my german shepherd named barnaby . he is my baby .	0
8	i love dogs . i play softball and i love it !	0
9	i played softball years ago . i am too busy working for the us postal service .	1
10	that is a good job . i work in insurance . it also keeps me busy .	0
11	i live in the southwest and i am deathly afraid of scorpions . not a good mix .	1
12	that sounds like quite the predicament .	0
13	it is . i do like it here aside from that .	0
14	how is the weather there today ? it is cloudy and cool here in boston .	1
15	it is hot . but thankfully not humid today .	0
0	hello , how are you doing ?	0
1	hello . pretty good , thanks . and yourself ?	0
2	awesome , i just got back from a bike ride .	0
3	cool ! do you spend a lot of time biking ?	0
4	yup . its my favorite thing to do . do you ?	0
5	i love playing folk music . i actually hope to be a professional musician someday	0
6	that is interesting . what instruments do you play ?	0
7	i can play the guitar and the piano and i also like to sing .	0
8	i can only sing when i drink , but i do not like to do that anymore .	0
9	i m not a big drinker either . do you have a job ?	1
10	construction , like my dad . what do you do when you are not being a rock star	0
11	nice ! i work as a custodian . not too glamorous but it pays the bills haha	0
12	i feel ya . you gotta do what you gotta do .	0
13	exactly . do you have other hobbies besides biking ?	0
0	hello ! where are you from ?	0
1	hey ! i am from nyc what about you ?	0
2	i am from a town outside vancouver .	0
3	so what brings you around here ? are you here for work ?	1
4	actually i am on leave right now	0
5	oh okay . may i ask what your occupation is ?	1
6	i serve in the canadian army , just as my grandfather did . how about you ?	0
7	i went to college for chemistry , but i actually work in a bookstore now .	0
8	oh that is cool . i do not like reading though	0
9	i do not care for fashion as much as you dislike reading haha	0
10	i hate reading so much i dropped out of high school !	0
11	must be a very strong dislike then . i actually have a strange disdain toward the color orange	1
12	why do you hate orange ?	0
13	as a kid i was always bothered by this bright orange lamp my parents had	0
14	that sounds scary . i was scared by my grandfather telling wwii stories	0
15	oh man must have been traumatizing . what do you do to relieve stress ?	0
0	hello how are you doing ?	0
1	great , how are you doing today ?	0
2	i am great . what do you like to do ?	1
3	watching horror movies is my favorite . how about you ?	0
4	i am more into comedies .	0
5	i see . what do you do for work	1
6	i work at a bar . how about you ?	0
7	i used to work in hr , but now i stay home with my son .	0
8	that sounds very nice . how old is your kid ?	1
9	he is in junior high . do you have any kids ?	0
10	i do not . i am still working on building my future .	0
11	what do you want to do ?	1
12	i am not sure . i am still doing my gen eds .	0
13	that sounds nice . do you have any family line of work that you can get in to ?	0
0	hey there how is it going ?	0
1	hello . all is moving great . and you ?	0
2	i am good just putting hair dye in	0
3	alright . i work in it . if you do not mind , what work are you into ?	1
4	oh right how i am between jobs	0
5	the economic situation seem to be gradually picking up though	0
6	cool , i am addicted to the internet	1
7	since you are addicted to internet , do you watch a lot of american sports ?	0
8	i play a lot of role playing games	0
9	ok . do you like dogs ?	1
10	yeah dogs are pretty cool	0
11	do you think that the internet is pretty safe for children of late ?	1
12	it can be but it ca be a danger too	0
13	ok . speaking about work , i have been at the same company for about 15 years	1
14	that is actually pretty impressive	0
15	i kind of wonder why employees are not keen on loyalty these days	0
0	hello , what are you doing today ?	0
1	i am thinking about my upcoming retirement . how about you ?	0
2	just raising my kids , i am a homemaking dad .	0
3	very cool . my kids are grown . i am already 60 years old .	0
4	i am not there yet . my oldest in a junior .	0
5	how old is your youngest ?	0
6	she is 9 . i love them all . what work did you do before retiring ?	1
7	i work as a librarian , but i am going to retire in the next couple of years .	0
8	that is great , i spent ten years in human services .	0
9	did you stop when your eldest was born ?	0
10	yes , i had to . i am glad to be home . my father helps out too .	0
11	why did you have to ?	0
12	children need love , and my wife makes more money .	0
13	do your children like any interesting activities ?	1
14	no , we just go to home depot on the weekends . my father was manager there .	0
15	do you like to travel ?	1
0	hello . do you know of any apartments for rent ?	0
1	hi there . hmm i am not familiar with any . which area are you looking ?	0
2	jacksonville . i work at burger king and do not use drugs if that helps .	0
3	maybe you can expand your options if you find another career .	0
4	i am only 19 . just graduated .	0
5	congratulations . i work in construction , started when i was 16 . it is great money .	0
6	that is cool . my friends and i work here , we are hoping to buy our own franchise .	0
7	wow that is ambitious . i hope you succeed . personally i prefer mexican food over burgers .	1
8	i prefer seafood . my dad makes awesome fish tacos .	0
9	that sounds delicious . what type of music do you like ?	1
10	metal . mainly metallica . i also love old school rap . tupac is where it is at .	0
11	nice . i listen to a lot of aerosmith , they are my favorite .	0
12	i like them too . dream on is one of my favorites	0
13	great song . how long have you worked for burger king ?	1
0	hello , my name is ally and my favourite color is orange	0
1	do you know the game starcraft ? i helped designing it !	1
2	that s awesome , i m sure my ex boyfriend would like that game	0
3	i usually stream the game on my twitch channel	0
4	that s great , i also love twitch as well	0
5	i am making this robot right now that looks like me !	1
6	i like hiking in the morning before sunset	0
7	i am kind of a nerd , i do not go out much and do not socialize .	0
8	that s not bad at all	0
9	the worst part about my life is that i am allergic to water	0
10	that s sad how do you drink	0
11	i have to drink another substance that contains particles of hydrogen and oxygen	0
12	dang that kinda weird . well do you have a pet	1
13	yeah i have a cat , how about you ?	0
14	i do a pet fish	0
15	that sounds awesome , but i have to go now , gotta start streaming . see ya !	0
0	hello , how are you tonight ?	0
1	what state are you ? i am in california , age 46	0
2	i am in ohio . 42 . single and a churchgoer . you ?	0
3	i am good , and you ? i stay home all day and i like it	0
4	that sounds boring . my dog would drive me crazy if i tried that .	0
5	i love to go to church too , it help me deal with my ex . .	0
6	my ex is straight up crazy , there is no scripture that would help him .	0
7	she cheated me and stay with a lawyer	0
8	that is horrible . i am single .	0
9	it takes the power of god to change people , my kids are great	0
10	yes , the goddess can change people .	0
11	me too , i am a single dad , i do recordings in my studio	0
12	that sounds like fun , what kind of music ?	0
13	what do you do ? do you want to meet me ?	1
14	i am sorry , i am too busy to date .	0
15	i record soft rock and light jazz	0
0	hi there ? hows it goin ? whatcha havin for lunch today ?	0
1	i am going to have pizza after meditation	0
2	me , burgers and fries every day . meditation , who ! whats that like ?	0
3	it is like going to a peaceful place	0
4	i am at peace just bein in my house with my boyfriend . anything else you like ?	1
5	i used to like to talk	0
6	not anymore ? not at all ? why not ?	0
7	i have been silent for months now	0
8	oh , i get it . buddhist monk , eh ?	0
9	something like that . where do you live	1
10	in my house , with my boyfriend . how come you can chat if you cant speak ?	0
11	i am not allowed to vocalize	0
12	ok . where do you live ? in a monastery ?	1
13	i am thinking about it	0
14	any other cool thoughts ? what do you think about when you meditate ?	0
15	i wish for world peace	0
0	hello ! how are you today ?	0
1	i am good ! just finished working . you ?	0
2	i am great ! i just got back from a walk with my dog ! how was work ?	0
3	it was tiring . trying to get the fields harvested for winter .	0
4	oh you are a farmer ? what do you grow ? winter is coming too soon !	0
5	we grow corn and soybeans at my parents farm . what dog do you have ?	1
6	he is a black lab named is trooper , he is a great hiking buddy !	0
7	cute ! where do you hike ? my pet will not travel . she is a cow	1
8	i hike in the mountains here in colorado near pueblo . are there mountains near you ?	0
9	no i live in the middle of no where . miles of country .	0
10	where is the middle of no where ? i live near denver for work .	0
11	pennsylvania . amish country . i feel out of place driving my big truck next to buggies	0
12	i would be afraid of hitting them with my car !	0
13	yeah . that is why i blast my country music . they hear me coming !	0
14	haha ! i like to listen to garth brookes when i am rock climbing at the gym !	0
15	oh wow ! i never did that before ! sounds fun !	0
0	i see you laughing there . you better not be laughing at my mini van .	0
1	i would never do that . i hate my grey dog barnaby and scorpions .	0
2	my fourth son hates scorpions too . i do not understand my children .	0
3	keep trying . i like grey vans but a nascar car killed my daddy .	1
4	sounds like he liked a glass of wine in the evenings .	0
5	he does . barnaby is grey , a german shepherd and he hates scorpions too .	0
6	kids these days . scorpions are the only thing i ever hear about while coaching .	0
7	mom says we are going to sue nascar for killing daddy .	0
8	if you can you should go for it . toss me some coffee money when it comes through .	0
9	sure , but you have to get in line . my grey dog barnaby is dying too .	0
10	you know my fifth son keeps asking me for a dog . it is just too much .	0
11	he can have mine . barnaby needs a new home .	0
12	i have to decline , my fifth son is my least favorite ; we keep him in the attic .	0
13	oh okay . does he play with scorpions or dogs ?	0
14	our scorpion pit is located in the basement .	0
15	great ! my dad died in a scorpion pit while driving a nascar car . you dance ?	1
0	hello how are you today ?	0
1	good you ? coloring my adult coloring book , do you like them ?	0
2	no i think they are for whinny illiterate millennials	0
3	well how rude of you . where do you live ?	1
4	in nyc i work from my condo	0
5	glad we do not live close . i am from a rural part of the u . s . , we farm .	0
6	cars is what i spend everything on	1
7	that is cool . do you like hockey ?	1
8	i love it all those pucks	0
9	i do too . especially nhl . have any pets ?	1
10	i have dogs and cats	0
11	i have one dog , he is a german shepherd .	0
12	do you like fruits or veggies better ?	1
13	fruits , what about you ?	0
14	i really like oranges a lot	0
15	they are decent ! my favorite is strawberries .	0
0	hi how are we doing this late night in october ?	0
1	i am great ! just been looking on twitter at news	0
2	yes let us get to know each other bit that is cool .	0
3	tell me about yourself ?	0
4	i like to gamble on my spare nights not cool huh .	0
5	depends if you win or not lol	0
6	yes it sucks loosing i also enjoy lawn mowing on sunny days .	0
7	i enjoy green living and just put solar panels on roof	0
8	sounds interesting i also love grilling my food outdoors .	0
9	yummy , i love cookouts . i am involved women rights movement	0
10	that is good i have not been working for a few years .	0
11	i work from home doing internet searches	0
12	great wished i could get a work at home job .	0
13	it has its benefits . i have plenty time tend my organic garden	0
14	that sounds interesting i like organic foods .	0
15	they are so healthy for you	0
0	hello , how are you doing tonight ?	0
1	good , how are you tonight ?	0
2	i am great , just chillin playing some guitar	0
3	awesome , what are you playing ?	0
4	hank williams . . . . i grew up on country music	0
5	i like country too ! i am kinda tired tonight from a long day at the shipyard .	0
6	oh yea ? what do you do there ?	0
7	i am newly retired from the navy . i am a captain	0
8	very cool . . . i sing for a living !	0
9	that is amazing ! living the dream huh ?	0
10	yes , absolutely ! gonna make it big one day	0
11	i hope you do ! my passion is making a difference in the world .	0
12	that is amazing . we need more people like that !	0
13	do you volunteer with any charities	0
14	sadly , no i do not	0
15	i highly encourage you to , especially after you make it big !	0
0	hi how are you	0
1	i am doing well today	0
2	do you like playing musical instruments ?	1
3	i like the drums a lot	0
4	i play several and my father played violin ! what else do you like ?	0
5	i can tell you what i do not like	0
6	what do you not like ?	0
7	school . i really really do not like it	0
8	i do not like school much either	0
9	at least we are on the same page	0
10	do you like volunteering anywhere in your city ?	1
11	i do not like people	0
12	i like people and exploring new places in the city . do you like animals ?	1
13	i do . they are quiet and peaceful .	0
14	that is awesome . is there anything else you like or do not like ?	0
15	i do not like people	0
0	hello , call of duty is my favorite game . do you game ?	0
1	yes i do after all i am a engineer .	0
2	nice . my cousin is an engineer and hates video games . but i love donuts .	0
3	i am actually a recording engineer . do you have kids ?	1
4	so is my cousin , so cool ! no kids , but i do love icp , the band .	1
5	oh ok . i am a single dad . and my recording artist died last year . bad luck !	0
6	wow , you ok ? did your artist use a ford pinto ? that is what i drive .	0
7	i am fine . he just had a n accident here in california .	0
8	i do live rpg events over the weekends .	1
9	that is cool . i am 46 how about you ?	1
10	i turn 83 in a month .	0
11	. oh wow . are you retired ?	0
12	no , i professionally stream on twitch .	0
13	oh i have never heard of that .	0
14	it is a streaming platform for gamers .	0
15	oh ok , i guess i do not know much on the music side .	0
0	hi lets get to know each other	0
1	that sounds awfully familiar to me .	0
2	do you enjoy sports much ?	1
3	i football is the best . go alabama tide !	0
4	football is good . i prefer solo stuff . i am a gymnast	0
5	i have a brother and 3 sisters	1
6	are you guys close ? i am an only child	0
7	no we are not , i am more closer to my dogs honestly	0
8	too bad . but at least you have them , what breeds ?	0
9	ok i will be sure too	0
10	what kinds of dogs are they ?	0
11	i already told that to you	0
12	sorry i only see that you are close to them	0
13	ok then . well its been nice chatting with you	0
14	i guess you too . are you leaving now ?	0
15	thought this was over , guess not	0
0	hello ! how are you today ?	0
1	my favorite type of music is from the south	0
2	awesome ! i really like dancing to that kind of music , especially in the moonlight .	0
3	i am the head worker of a small store	1
4	very nice , what does your store sell ?	0
5	my store sells everything you could possibly need !	0
6	great , are there weights ? i am strong for my age , but would like to get stronger	0
7	there are weights for sure !	0
8	guess how old i am !	1
9	i am not sure ? how old are you ? ! ?	0
10	i am 100 ! i feel like at this point , i might live forever .	0
11	i have a very nice car ! it is a pathfinder by the company nissan !	1
12	nice , when did you get it ?	0
13	i got it this year ! i love it	0
0	hello friend , have you ever seen dog agility ? it is my favorite sport !	0
1	i have not it sounds interesting	0
2	i compete at it , when i am not dancing	0
3	cool ! my only pet is a cow	0
4	are you a dairy farmer or something like that ?	1
5	yes my parents are , i work for them	0
6	cool . i do not care for fashion , but i do wear western clothes when i line dance	1
7	i live line dancing to country music , that is all i listen too	0
8	me too . i discovered my love for it while getting my degree in chemistry .	0
9	cool ! i am always playing country in my big truck !	0
10	it was the only station i could get in my laboratory , and now i am hooked	0
11	lol chemistry seems like an interesting career .	0
12	i would not know , i work at a book store now .	0
13	cool , do you like to read ?	0
14	love it . james joyce is my favorite author .	0
15	awesome , i hardly ever read .	0
0	hello how are you today ?	0
1	exhausted ! i was out clubbing all weekend . my legs are tired from grinding .	0
2	really i have not done that in years , i am just a lonely	0
3	are you ok ? i know chemistry . i could make you an aspirin !	0
4	i am ok my husband is a doctor so i can get any medicine i want	0
5	wow , good for him . i just work in a bookstore . . .	1
6	oh wow that cool , you get free knowlege	0
7	i majored in chemistry so i already have enough knowledge for a lifetime .	0
8	really that is awesome do you have a girlfriend ?	1
9	no . all of the girls here wear orange . i hate orange .	0
10	do you want one ? i could leave my husband for you	0
11	wow that is saucy . just one rule wear anything you want but orange things .	0
12	that is my favorite color though , can you handle my three story mortgage	1
13	i am already deep in student loans , so i do not care !	0
14	whats your average salary i need to know since my family grows	1
15	about 15k . i spend most of that on weekend clubs and raves though .	0
0	hi , just got back from riding my horse ! you ?	0
1	hey , i am in high school and i want to be a physical therapist .	0
2	good for you ! i do some farming , so i might be calling you !	0
3	awesome ! i make all as in school so i could help you !	0
4	great , i hope you like music , i rock out when i work !	1
5	yes , i love music ! so we can definitely rock out .	0
6	i have a couple horses , and they like to rock , too !	0
7	cool ! i am a homecoming queen that loves horses .	0
8	you must be very popular and a good person , too .	0
9	yes , i set a goal to actually run a k this year too !	1
10	i get my exercise tending the farm !	1
11	i am sure you do ! i bet it is fun there !	0
12	come run a few laps here , it is quite a few acres !	0
13	i just might do that ! i want to achieve my goal of running a k !	0
14	i am sure you will succeed and win the race , too !	0
15	i hope so ! after i get out of high school i want to run more !	0
0	hello . my wife left with the kids two weeks ago .	0
1	i understand because i have dogs too .	1
2	i am an rn in a nursing home . we have dogs there .	0
3	i hate dogs but love to knit its kind of my passion	1
4	the ladies here knit , while watching the pastors on tv . i am an atheist .	1
5	you are just scared of dying like me . that is why only love baking cookies .	1
6	no , i am not . i work with dead people all the time .	0
7	sure . . . i am heading back home to the country so i can enter a bake sale .	1
8	i am overweight , bake sales are not a good idea for me .	0
9	i do not think we should be friends	1
10	i did not realize we had to be .	0
11	i just wanted to stop talking to you really	0
12	then do not respond , no rule says you have to speak to everyone that says hello .	0
13	rules ? what rules are you talking about dude , no cookies for you	0
14	wow . you may want to see a therapist with all of that anger you have .	0
15	i love cookies and bake sale but you are freaking me out .	0
0	hey how are you doing tonight ?	0
1	hi there , how are you ?	0
2	doing good , watching friday , my favorite , and looking on indeed .	1
3	i teach in the summers ?	1
4	awesome ! maybe you could help my daughter , she is so smart .	1
5	does she own dogs like me ?	1
6	no we do not . we would not have time , with my busy schedule . i am a pediatrician	1
7	i always go to church	0
8	that is cool . what grade do you teach ?	1
9	i hold an outdoor class	0
10	oh wow ! what is it about ?	0
11	i teach walking and hiking mostly	0
